"RFXT082.Code.or.Value","RFXT082.Value.Description","RFXT082.Count","RFXT082.Cumulative","RFXT082.Skip.to.Item"
"707 to 716","Range of Values",51064,51064,NA
".","Missing",12,51076,NA
