"OHQ134.Code.or.Value","OHQ134.Value.Description","OHQ134.Count","OHQ134.Cumulative","OHQ134.Skip.to.Item"
"1","Yes",160,160,NA
"2","No",316,476,NA
"7","Refused",0,476,NA
"9","Don't know",8,484,NA
".","Missing",8103,8587,NA
