"CIQP72.Code.or.Value","CIQP72.Value.Description","CIQP72.Count","CIQP72.Cumulative","CIQP72.Skip.to.Item"
"0 to 7","Range of Values",18,18,NA
"77","Refused",0,18,NA
"99","Don't know",0,18,NA
".","Missing",760,778,NA
