"AUXLR244.Code.or.Value","AUXLR244.Value.Description","AUXLR244.Count","AUXLR244.Cumulative","AUXLR244.Skip.to.Item"
"-33 to 44","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
