"RDQ070.Code.or.Value","RDQ070.Value.Description","RDQ070.Count","RDQ070.Cumulative","RDQ070.Skip.to.Item"
"1","Yes",1330,1330,""
"2","No",8486,9816,"RDQ140"
"7","Refused",0,9816,"RDQ140"
"9","Don't know",6,9822,"RDQ140"
".","Missing",0,9822,""
