"TYXP221.Code.or.Value","TYXP221.Value.Description","TYXP221.Count","TYXP221.Cumulative","TYXP221.Skip.to.Item"
"-294 to -26","Range of Values",303,303,NA
".","Missing",8166,8469,NA
