"MCQ040.Code.or.Value","MCQ040.Value.Description","MCQ040.Count","MCQ040.Cumulative","MCQ040.Skip.to.Item"
"1","Yes",435,435,""
"2","No",436,871,"MCQ051"
"7","Refused",0,871,"MCQ051"
"9","Don't know",2,873,"MCQ051"
".","Missing",9236,10109,""
