"TYXA058.Code.or.Value","TYXA058.Value.Description","TYXA058.Count","TYXA058.Cumulative","TYXA058.Skip.to.Item"
"0.234 to 8.89","Range of Values",8468,8468,NA
".","Missing",1,8469,NA
