subject,predicate,value
FOODON:00001170,rdfs:label,grape berry food product
FOODON:00001171,rdfs:label,cruciferous inflorescence food product
FOODON:00001172,rdfs:label,nut food product
FOODON:00001173,rdfs:label,plant seed food product
FOODON:00001174,rdfs:label,plant lipid food product
FOODON:00001175,rdfs:label,plant stem food product
FOODON:00001176,rdfs:label,invertebrate animal food product
FOODON:00001177,rdfs:label,insect food product
FOODON:00001178,rdfs:label,honey food product
FOODON:00001179,rdfs:label,amaranthaceous inflorescence food product
FOODON:00001180,rdfs:label,prepared food product
FOODON:00001181,rdfs:label,food (cooked)
FOODON:00001182,rdfs:label,pickled cruciferous food product
FOODON:00001183,rdfs:label,bread food product
FOODON:00001184,rdfs:label,algal food product
FOODON:00001185,rdfs:label,rice food product
FOODON:00001186,rdfs:label,buckewheat food product
FOODON:00001187,rdfs:label,sorghum food product
FOODON:00001188,rdfs:label,obsolete: milet food product
FOODON:00001189,rdfs:label,oat food product
FOODON:00001190,rdfs:label,rye food product
FOODON:00001191,rdfs:label,barley food product
FOODON:00001192,rdfs:label,quinoa food product
FOODON:00001193,rdfs:label,fonio food product
FOODON:00001194,rdfs:label,dry pea food product
FOODON:00001195,rdfs:label,obsolete: lentil food product
FOODON:00001196,rdfs:label,"pigeon pea (whole, dried)"
FOODON:00001197,rdfs:label,bambara groundnut food product
FOODON:00001198,rdfs:label,"broad bean (whole, dried)"
FOODON:00001199,rdfs:label,chickpea food product
FOODON:00001200,rdfs:label,cowpea (pulse) food product
FOODON:00001201,rdfs:label,dry bean food product
FOODON:00001202,rdfs:label,winged bean food product
FOODON:00001203,rdfs:label,"vetch seed (whole, dried)"
FOODON:00001204,rdfs:label,yam bean food product
FOODON:00001205,rdfs:label,"velvet bean (whole, dried)"
FOODON:00001206,rdfs:label,lupin seed food product
FOODON:00001207,rdfs:label,"jack bean (whole, dried)"
FOODON:00001208,rdfs:label,hyacinth bean food product
FOODON:00001209,rdfs:label,pulse food product
FOODON:00001210,rdfs:label,wheat flour food product
FOODON:00001211,rdfs:label,pasta food product
FOODON:00001212,rdfs:label,pastry food product
FOODON:00001213,rdfs:label,obsolete: baked food product
FOODON:00001214,rdfs:label,candy food product
FOODON:00001215,rdfs:label,cacao food product
FOODON:00001216,rdfs:label,cream food product
FOODON:00001217,rdfs:label,mammalian milk beverage
FOODON:00001218,rdfs:label,bee food product
FOODON:00001219,rdfs:label,"sausage (cooked, smoked)"
FOODON:00001220,rdfs:label,sausage (smoked)
FOODON:00001221,rdfs:label,"sausage (raw, smoked)"
FOODON:00001222,rdfs:label,sausage (raw)
FOODON:00001223,rdfs:label,"sausage (dried, fermented)"
FOODON:00001224,rdfs:label,sausage (cooked)
FOODON:00001225,rdfs:label,smoked meat food product
FOODON:00001226,rdfs:label,fruit preserve or jam food product
FOODON:00001227,rdfs:label,jam food product
FOODON:00001228,rdfs:label,rennet food product
FOODON:00001229,rdfs:label,processed cheese food product
FOODON:00001230,rdfs:label,mustard seed food product
FOODON:00001231,rdfs:label,creamy salad dressing
FOODON:00001232,rdfs:label,vinaigrette dressing food product
FOODON:00001233,rdfs:label,nut oil food product
FOODON:00001234,rdfs:label,mayonnaise food product
FOODON:00001235,rdfs:label,soy sauce food product
FOODON:00001236,rdfs:label,fresh sea water fish food product
FOODON:00001237,rdfs:label,natural (animal-derived) rennet food product
FOODON:00001238,rdfs:label,microbial rennet food product
FOODON:00001239,rdfs:label,vegetable rennet food product
FOODON:00001240,rdfs:label,rennet (genetically engineered)
FOODON:00001241,rdfs:label,processed pork meat food product
FOODON:00001242,rdfs:label,spice or herb
FOODON:00001243,rdfs:label,animal lipid food product
FOODON:00001244,rdfs:label,coffee beverage
FOODON:00001245,rdfs:label,tea beverage (liquid)
FOODON:00001246,rdfs:label,hot chocolate food product
FOODON:00001247,rdfs:label,mate food product
FOODON:00001248,rdfs:label,fish food product
FOODON:00001249,rdfs:label,freshwater fish food product
FOODON:00001250,rdfs:label,fish egg food product
FOODON:00001251,rdfs:label,avian food product
FOODON:00001252,rdfs:label,animal derived beverage
FOODON:00001253,rdfs:label,plant derived beverage
FOODON:00001254,rdfs:label,plant derived fermented beverage
FOODON:00001255,rdfs:label,nonfermented plant derived beverage product
FOODON:00001256,rdfs:label,dairy food product
FOODON:00001257,rdfs:label,milk or milk based food product
FOODON:00001258,rdfs:label,food (fermented)
FOODON:00001259,rdfs:label,non-fruit wine food product
FOODON:00001260,rdfs:label,beer beverage
FOODON:00001261,rdfs:label,vegetable food product
FOODON:00001262,rdfs:label,botanical fruit food product
FOODON:00001263,rdfs:label,bu-du
FOODON:00001264,rdfs:label,legume food product
FOODON:00001265,rdfs:label,buffalo milk beverage
FOODON:00001266,rdfs:label,camel milk beverage
FOODON:00001267,rdfs:label,donkey milk beverage
FOODON:00001268,rdfs:label,horse milk beverage
FOODON:00001269,rdfs:label,reindeer milk beverage
FOODON:00001270,rdfs:label,water buffalo milk beverage
FOODON:00001271,rdfs:label,yak milk beverage
FOODON:00001272,rdfs:label,zebra milk beverage
FOODON:00001273,rdfs:label,obsolete: spinach plant
FOODON:00001274,rdfs:label,egg food product
FOODON:00001275,rdfs:label,hen egg food product
FOODON:00001276,rdfs:label,apple cider (alcoholic)
FOODON:00001277,rdfs:label,orange juice (unpasteurized)
FOODON:00001278,rdfs:label,cake food product
FOODON:00001279,rdfs:label,cake icing food product
FOODON:00001280,rdfs:label,chocolate food product
FOODON:00001281,rdfs:label,custard dessert food product
FOODON:00001282,rdfs:label,ground beef food product
FOODON:00001283,rdfs:label,poultry food product
FOODON:00001284,rdfs:label,duck meat food product
FOODON:00001285,rdfs:label,goose meat food product
FOODON:00001286,rdfs:label,turkey meat food product
FOODON:00001287,rdfs:label,mushroom (whole organism)
FOODON:00001288,rdfs:label,cantaloupe fruit food product
FOODON:00001289,rdfs:label,potato salad food product
FOODON:00001290,rdfs:label,salad dressing
FOODON:00001291,rdfs:label,clam food product
FOODON:00001292,rdfs:label,oyster food product
FOODON:00001293,rdfs:label,shellfish food product
FOODON:00001294,rdfs:label,goat milk cheese (unpasteurized)
FOODON:00001295,rdfs:label,pecorino cheese
FOODON:00001296,rdfs:label,sheep milk cheese (unpasteurized)
FOODON:00001297,rdfs:label,unpasteurized cow milk cheese food product
FOODON:00001298,rdfs:label,unpasteurized camel milk beverage
FOODON:00001299,rdfs:label,caprine milk beverage (raw)
FOODON:00001300,rdfs:label,unpasteurized milk beverage
FOODON:00001302,rdfs:label,lasagne food product
FOODON:00001304,rdfs:label,food fermentation
FOODON:00001305,rdfs:label,hoi-dong
FOODON:00001306,rdfs:label,Hom dong
FOODON:00001307,rdfs:label,ma kham dong
FOODON:00001308,rdfs:label,ma yom dong
FOODON:00001309,rdfs:label,Miang
FOODON:00001310,rdfs:label,mum
FOODON:00001311,rdfs:label,mum-khai-pla
FOODON:00001312,rdfs:label,mum-sai-pla
FOODON:00001313,rdfs:label,nam-budu
FOODON:00001314,rdfs:label,fermented meat product
FOODON:00001315,rdfs:label,nham
FOODON:00001316,rdfs:label,nham-pla
FOODON:00001317,rdfs:label,noa mai
FOODON:00001318,rdfs:label,noa mai dong
FOODON:00001319,rdfs:label,pak kard dong
FOODON:00001320,rdfs:label,pak kum dong
FOODON:00001321,rdfs:label,pak sean dong
FOODON:00001322,rdfs:label,pak sean and hua plee dong
FOODON:00001323,rdfs:label,pak sean and makhua dong
FOODON:00001324,rdfs:label,pla-chom
FOODON:00001325,rdfs:label,pla-jaw
FOODON:00001326,rdfs:label,pla-som
FOODON:00001327,rdfs:label,pu dong
FOODON:00001328,rdfs:label,som-khai-pla
FOODON:00001329,rdfs:label,tai-pla
FOODON:00001330,rdfs:label,tuaw jaew
FOODON:00001331,rdfs:label,pla-ra
FOODON:00001332,rdfs:label,rice powder (roasted)
FOODON:00001564,rdfs:label,blood meal
FOODON:00001565,rdfs:label,pre-evisceration carcass
FOODON:00001566,rdfs:label,post-evisceration carcass
FOODON:00001567,rdfs:label,animal meat primal cut
FOODON:00001568,rdfs:label,food trimming
FOODON:00001569,rdfs:label,high moisture corn (food product)
FOODON:00001570,rdfs:label,rolled grain
FOODON:00001571,rdfs:label,corn stover
FOODON:00001572,rdfs:label,corn stubble
FOODON:00001573,rdfs:label,cottonseed hull
FOODON:00001574,rdfs:label,soybean stubble
FOODON:00001575,rdfs:label,abalone food product
FOODON:00001576,rdfs:label,aerated confectionery food product
FOODON:00001577,rdfs:label,akee fruit food product
FOODON:00001578,rdfs:label,albacore food product
FOODON:00001579,rdfs:label,alcoholic beverage
FOODON:00001580,rdfs:label,alcoholic beverage analog
FOODON:00001581,rdfs:label,alewife food product
FOODON:00001582,rdfs:label,alfalfa food product
FOODON:00001583,rdfs:label,alfalfa pellet
FOODON:00001584,rdfs:label,alfalfa vegetable food product
FOODON:00001585,rdfs:label,almond candy food product
FOODON:00001586,rdfs:label,almond cookie food product
FOODON:00001587,rdfs:label,almond food product
FOODON:00001588,rdfs:label,american dewberry food product
FOODON:00001589,rdfs:label,anchovy food product
FOODON:00001590,rdfs:label,angelica candy food product
FOODON:00001593,rdfs:label,animal based dessert food product
FOODON:00001594,rdfs:label,animal based food product for animal
FOODON:00001595,rdfs:label,animal based refined or partially-refined food product
FOODON:00001596,rdfs:label,animal based salad food product
FOODON:00001597,rdfs:label,animal-based sandwich food product
FOODON:00001598,rdfs:label,animal-based stew or hash
FOODON:00001599,rdfs:label,animal fat or oil refined food product
FOODON:00001601,rdfs:label,animal product based dressing
FOODON:00001602,rdfs:label,animal product based flavoring or seasoning
FOODON:00001603,rdfs:label,animal product dressing
FOODON:00001604,rdfs:label,animal product sandwich
FOODON:00001605,rdfs:label,animal product sausage
FOODON:00001606,rdfs:label,soup animal component
FOODON:00001607,rdfs:label,obsolete: animal product stew or hash category
FOODON:00001608,rdfs:label,animal soup food product
FOODON:00001609,rdfs:label,apple based alcoholic beverage
FOODON:00001610,rdfs:label,apple condiment
FOODON:00001611,rdfs:label,apple food product
FOODON:00001612,rdfs:label,apple preserve or jam food product
FOODON:00001613,rdfs:label,apple vinegar food product
FOODON:00001614,rdfs:label,apple wine food product
FOODON:00001615,rdfs:label,apricot food product
FOODON:00001616,rdfs:label,apricot preserve or jam food product
FOODON:00001617,rdfs:label,artichoke vegetable food product
FOODON:00001618,rdfs:label,artificial sweetener food product
FOODON:00001619,rdfs:label,asian water buffalo meat food product
FOODON:00001620,rdfs:label,asparagus vegetable food product
FOODON:00001621,rdfs:label,atlantic halibut food product
FOODON:00001622,rdfs:label,atlantic herring food product
FOODON:00001623,rdfs:label,atlantic salmon and trout food product
FOODON:00001624,rdfs:label,obsolete: avocado food product
FOODON:00001625,rdfs:label,avocado food product
FOODON:00001626,rdfs:label,bakery food product
FOODON:00001627,rdfs:label,bamboo vegetable food product
FOODON:00001628,rdfs:label,banana food product
FOODON:00001629,rdfs:label,banana passionfruit food product
FOODON:00001630,rdfs:label,barley alcoholic beverage analog
FOODON:00001631,rdfs:label,barley product flavoring
FOODON:00001632,rdfs:label,barley flour food product
FOODON:00001633,rdfs:label,barley vegetable food product
FOODON:00001634,rdfs:label,bass food product
FOODON:00001635,rdfs:label,bean food product
FOODON:00001636,rdfs:label,beef product based flavoring or seasoning
FOODON:00001637,rdfs:label,beet pickle food product
FOODON:00001638,rdfs:label,beet food product
FOODON:00001639,rdfs:label,belgian carrot food product
FOODON:00001640,rdfs:label,berry food product
FOODON:00001641,rdfs:label,berry juice
FOODON:00001642,rdfs:label,betel nut food product
FOODON:00001643,rdfs:label,beverage base product
FOODON:00001645,rdfs:label,beverage analog
FOODON:00001647,rdfs:label,black currant nectar beverage
FOODON:00001648,rdfs:label,black olive food product
FOODON:00001649,rdfs:label,black or white pepper product
FOODON:00001650,rdfs:label,black pepper food product
FOODON:00001651,rdfs:label,black raspberry food product
FOODON:00001652,rdfs:label,black walnut food product
FOODON:00001653,rdfs:label,blackberry group food product
FOODON:00001654,rdfs:label,blackeyed pea vegetable food product
FOODON:00001655,rdfs:label,blue runner food product
FOODON:00001656,rdfs:label,blueberry food product
FOODON:00001657,rdfs:label,blueberry preserve or jam food product
FOODON:00001658,rdfs:label,bluefin tuna food product
FOODON:00001659,rdfs:label,bluefish food product
FOODON:00001660,rdfs:label,bonito food product
FOODON:00001661,rdfs:label,bony fish food product
FOODON:00001662,rdfs:label,boysenberry food product
FOODON:00001663,rdfs:label,brazil nut food product
FOODON:00001664,rdfs:label,brittle food product
FOODON:00001665,rdfs:label,broad bean food product
FOODON:00001666,rdfs:label,broccoli food product
FOODON:00001667,rdfs:label,broiler chicken meat food product
FOODON:00001668,rdfs:label,broth or stock food product
FOODON:00001669,rdfs:label,brown trout food product
FOODON:00001670,rdfs:label,brussels sprout food product
FOODON:00001671,rdfs:label,buffalo meat food product
FOODON:00001672,rdfs:label,buffalofish food product
FOODON:00001673,rdfs:label,butter product analog
FOODON:00001674,rdfs:label,butterfly mackerel food product
FOODON:00001675,rdfs:label,cabbage juice food product
FOODON:00001676,rdfs:label,obsolete: cabbage pickle food product
FOODON:00001677,rdfs:label,cabbage head food product
FOODON:00001678,rdfs:label,calf meat food product
FOODON:00001679,rdfs:label,cape hake food product
FOODON:00001680,rdfs:label,cape spiny lobster food product
FOODON:00001681,rdfs:label,caper food product
FOODON:00001682,rdfs:label,caramel candy food product
FOODON:00001683,rdfs:label,cardamom food product
FOODON:00001684,rdfs:label,carp food product
FOODON:00001685,rdfs:label,carp or minnow family food product
FOODON:00001686,rdfs:label,carrot juice food product
FOODON:00001687,rdfs:label,carrot food product
FOODON:00001688,rdfs:label,cashew nut food product
FOODON:00001689,rdfs:label,cassava flour food product
FOODON:00001690,rdfs:label,obsolete: cassava food product
FOODON:00001691,rdfs:label,cassava snack food product
FOODON:00001692,rdfs:label,cassava food product
FOODON:00001694,rdfs:label,cattle based pie food product
FOODON:00001695,rdfs:label,cattle broth or stock food product
FOODON:00001696,rdfs:label,cattle cured meat food product
FOODON:00001697,rdfs:label,cattle product based flavoring or seasoning
FOODON:00001698,rdfs:label,cattle product stew or hash
FOODON:00001699,rdfs:label,cattle sandwich
FOODON:00001700,rdfs:label,cattle sausage food product
FOODON:00001701,rdfs:label,cattle soup food product
FOODON:00001702,rdfs:label,cauliflower (pickled) food product
FOODON:00001703,rdfs:label,cauliflower food product
FOODON:00001704,rdfs:label,celery food product
FOODON:00001705,rdfs:label,leaf celery food product
FOODON:00001707,rdfs:label,cephalopod food product
FOODON:00001708,rdfs:label,cereal dessert food product
FOODON:00001709,rdfs:label,cereal food product
FOODON:00001710,rdfs:label,chamomile tea
FOODON:00001711,rdfs:label,channel catfish food product
FOODON:00001712,rdfs:label,cheese product analog
FOODON:00001713,rdfs:label,chemical product based flavoring
FOODON:00001714,rdfs:label,food product component
FOODON:00001715,rdfs:label,chemical soft drink
FOODON:00001716,rdfs:label,chemical sweetener product
FOODON:00001717,rdfs:label,cherry food product
FOODON:00001718,rdfs:label,cherry juice food product
FOODON:00001719,rdfs:label,cherry nectar beverage
FOODON:00001720,rdfs:label,cherry pie
FOODON:00001721,rdfs:label,cherry preserve or jam food product
FOODON:00001722,rdfs:label,chestnut food product
FOODON:00001723,rdfs:label,chewing gum food product
FOODON:00001725,rdfs:label,chicken product based flavoring or seasoning
FOODON:00001726,rdfs:label,chicken pie food product
FOODON:00001727,rdfs:label,chicken salad food product
FOODON:00001728,rdfs:label,chicken soup food product
FOODON:00001729,rdfs:label,chicken stew or hash
FOODON:00001730,rdfs:label,chicory food product
FOODON:00001731,rdfs:label,chinook salmon food product
FOODON:00001732,rdfs:label,chive food product
FOODON:00001733,rdfs:label,chocolate candy food product
FOODON:00001734,rdfs:label,chocolate product analog
FOODON:00001735,rdfs:label,chub mackerel food product
FOODON:00001736,rdfs:label,chum salmon food product
FOODON:00001737,rdfs:label,cichlid food product
FOODON:00001738,rdfs:label,cinnamon food product
FOODON:00001739,rdfs:label,citric acid soft drink
FOODON:00001740,rdfs:label,citron food product
FOODON:00001741,rdfs:label,citrus nectar beverage
FOODON:00001742,rdfs:label,citrus preserve or jam food product
FOODON:00001743,rdfs:label,clingstone peach food product
FOODON:00001744,rdfs:label,cloudberry food product
FOODON:00001745,rdfs:label,clove food product
FOODON:00001746,rdfs:label,cockle food product
FOODON:00001747,rdfs:label,cocoa beverage
FOODON:00001748,rdfs:label,coconut beverage
FOODON:00001750,rdfs:label,cod food product
FOODON:00001751,rdfs:label,codling food product
FOODON:00001752,rdfs:label,coho salmon food product
FOODON:00001753,rdfs:label,kola nut food product
FOODON:00001754,rdfs:label,cold-pack cheese food product
FOODON:00001755,rdfs:label,collard food product
FOODON:00001756,rdfs:label,Cavendish banana food product
FOODON:00001757,rdfs:label,common bean food product
FOODON:00001758,rdfs:label,common millet food product
FOODON:00001759,rdfs:label,common oat cereal food product
FOODON:00001760,rdfs:label,obsolete: common oat food product
FOODON:00001761,rdfs:label,condiment sauce
FOODON:00001762,rdfs:label,cookie food product
FOODON:00001763,rdfs:label,coriander food product
FOODON:00001764,rdfs:label,corn snack
FOODON:00001765,rdfs:label,vegetable corn food product
FOODON:00001766,rdfs:label,corvina food product
FOODON:00001767,rdfs:label,cotton seed food product
FOODON:00001768,rdfs:label,cotton seed refined oil food product
FOODON:00001769,rdfs:label,cow buttermilk food product
FOODON:00001770,rdfs:label,dried cow milk food product
FOODON:00001771,rdfs:label,cow milk based food product
FOODON:00001772,rdfs:label,cow milk butter food product
FOODON:00001773,rdfs:label,cow milk cheese analog
FOODON:00001774,rdfs:label,cow milk cheese cake food product
FOODON:00001775,rdfs:label,cow milk cream food product
FOODON:00001776,rdfs:label,cow milk cured cheese food product
FOODON:00001777,rdfs:label,cow milk dessert
FOODON:00001778,rdfs:label,cow milk hard cheese food product
FOODON:00001779,rdfs:label,cow milk pie food product
FOODON:00001780,rdfs:label,cow milk product based dressing
FOODON:00001781,rdfs:label,cow milk sherbet food product
FOODON:00001782,rdfs:label,cow milk snack
FOODON:00001783,rdfs:label,cowpea vegetable food product
