"FFQ0139A.Code.or.Value","FFQ0139A.Value.Description","FFQ0139A.Count","FFQ0139A.Cumulative","FFQ0139A.Skip.to.Item"
1,"Olive",2685,2685,NA
88,"Blank",3328,6013,NA
99,"Error",0,6013,NA
