"DXXPT50X.Code.or.Value","DXXPT50X.Value.Description","DXXPT50X.Count","DXXPT50X.Cumulative","DXXPT50X.Skip.to.Item"
"311.6 to 955.4","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
