"AUDTYR61.Code.or.Value","AUDTYR61.Value.Description","AUDTYR61.Count","AUDTYR61.Cumulative","AUDTYR61.Skip.to.Item"
"0 to 1.22","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
