"DXXPT46X.Code.or.Value","DXXPT46X.Value.Description","DXXPT46X.Count","DXXPT46X.Cumulative","DXXPT46X.Skip.to.Item"
"122.2 to 682.4","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
