"DXXPT2X.Code.or.Value","DXXPT2X.Value.Description","DXXPT2X.Count","DXXPT2X.Cumulative","DXXPT2X.Skip.to.Item"
"52.5 to 703.3","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
