"DXXPT79Y.Code.or.Value","DXXPT79Y.Value.Description","DXXPT79Y.Count","DXXPT79Y.Cumulative","DXXPT79Y.Skip.to.Item"
"94.9 to 284.8","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
