"DXXPT2X.Code.or.Value","DXXPT2X.Value.Description","DXXPT2X.Count","DXXPT2X.Cumulative","DXXPT2X.Skip.to.Item"
"241.1 to 884.1","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
