"DXXPT82Y.Code.or.Value","DXXPT82Y.Value.Description","DXXPT82Y.Count","DXXPT82Y.Cumulative","DXXPT82Y.Skip.to.Item"
"45.5 to 228.9","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
