"WTSPH24.Code.or.Value","WTSPH24.Value.Description","WTSPH24.Count","WTSPH24.Cumulative","WTSPH24.Skip.to.Item"
"0.0000000 to 784675.4300300","Range of Values",0,0,NA
"0","0",2648,2648,NA
".","Missing",0,2648,NA
