"AUDTYR12.Code.or.Value","AUDTYR12.Value.Description","AUDTYR12.Count","AUDTYR12.Cumulative","AUDTYR12.Skip.to.Item"
"0 to 1.72","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
