"AUXRR251.Code.or.Value","AUXRR251.Value.Description","AUXRR251.Count","AUXRR251.Cumulative","AUXRR251.Skip.to.Item"
"-32 to 108","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
