"AUXLR245.Code.or.Value","AUXLR245.Value.Description","AUXLR245.Count","AUXLR245.Cumulative","AUXLR245.Skip.to.Item"
"-15 to 51","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
