"DXXPT79X.Code.or.Value","DXXPT79X.Value.Description","DXXPT79X.Count","DXXPT79X.Cumulative","DXXPT79X.Skip.to.Item"
"245.5 to 890.4","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
