"DXXPT94X.Code.or.Value","DXXPT94X.Value.Description","DXXPT94X.Count","DXXPT94X.Cumulative","DXXPT94X.Skip.to.Item"
"0.4 to 508.2","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
