"DXXPT18X.Code.or.Value","DXXPT18X.Value.Description","DXXPT18X.Count","DXXPT18X.Cumulative","DXXPT18X.Skip.to.Item"
"339.7 to 976.4","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
