"DXXPT13X.Code.or.Value","DXXPT13X.Value.Description","DXXPT13X.Count","DXXPT13X.Cumulative","DXXPT13X.Skip.to.Item"
"46.3 to 681.9","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
