"DXXPT86X.Code.or.Value","DXXPT86X.Value.Description","DXXPT86X.Count","DXXPT86X.Cumulative","DXXPT86X.Skip.to.Item"
"490.3 to 1071.7","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
