"AUXLR140.Code.or.Value","AUXLR140.Value.Description","AUXLR140.Count","AUXLR140.Cumulative","AUXLR140.Skip.to.Item"
"-73 to 37","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
