"DXXPT57Y.Code.or.Value","DXXPT57Y.Value.Description","DXXPT57Y.Count","DXXPT57Y.Cumulative","DXXPT57Y.Skip.to.Item"
"90.4 to 321.4","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
