"AUXRR233.Code.or.Value","AUXRR233.Value.Description","AUXRR233.Count","AUXRR233.Cumulative","AUXRR233.Skip.to.Item"
"-10 to 57","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
