"DXXPT16Y.Code.or.Value","DXXPT16Y.Value.Description","DXXPT16Y.Count","DXXPT16Y.Cumulative","DXXPT16Y.Skip.to.Item"
"178.4 to 421.5","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
