"DXXPT58X.Code.or.Value","DXXPT58X.Value.Description","DXXPT58X.Count","DXXPT58X.Cumulative","DXXPT58X.Skip.to.Item"
"434.2 to 1015.2","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
