"DXXPT88Y.Code.or.Value","DXXPT88Y.Value.Description","DXXPT88Y.Count","DXXPT88Y.Cumulative","DXXPT88Y.Skip.to.Item"
"135 to 371.4","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
