"AUDTYR14.Code.or.Value","AUDTYR14.Value.Description","AUDTYR14.Count","AUDTYR14.Cumulative","AUDTYR14.Skip.to.Item"
"0 to 4.59","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
