"DXXPT13Y.Code.or.Value","DXXPT13Y.Value.Description","DXXPT13Y.Count","DXXPT13Y.Cumulative","DXXPT13Y.Skip.to.Item"
"115.6 to 296.7","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
