"DXXPT55Y.Code.or.Value","DXXPT55Y.Value.Description","DXXPT55Y.Count","DXXPT55Y.Cumulative","DXXPT55Y.Skip.to.Item"
"45.1 to 270.1","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
