"CBQ890.Code.or.Value","CBQ890.Value.Description","CBQ890.Count","CBQ890.Cumulative","CBQ890.Skip.to.Item"
"1","Yes",1307,1307,""
"2","No",2894,4201,"CBQ615"
"7","Refused",0,4201,""
"9","Don't know",1,4202,""
".","Missing",1062,5264,""
