"CBQ590.Code.or.Value","CBQ590.Value.Description","CBQ590.Count","CBQ590.Cumulative","CBQ590.Skip.to.Item"
"1","Often",1090,1090,NA
"2","Sometimes",1632,2722,NA
"3","Rarely",801,3523,NA
"4","Never",456,3979,NA
"7","Refused",0,3979,NA
"9","Don't know",18,3997,NA
".","Missing",2025,6022,NA
