"TYXP160.Code.or.Value","TYXP160.Value.Description","TYXP160.Count","TYXP160.Cumulative","TYXP160.Skip.to.Item"
"-299 to 9","Range of Values",5036,5036,NA
".","Missing",3433,8469,NA
