"DXXPT39X.Code.or.Value","DXXPT39X.Value.Description","DXXPT39X.Count","DXXPT39X.Cumulative","DXXPT39X.Skip.to.Item"
"549.3 to 1136.8","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
