"AUXRR242.Code.or.Value","AUXRR242.Value.Description","AUXRR242.Count","AUXRR242.Cumulative","AUXRR242.Skip.to.Item"
"-30 to 44","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
