"DXXPT36X.Code.or.Value","DXXPT36X.Value.Description","DXXPT36X.Count","DXXPT36X.Cumulative","DXXPT36X.Skip.to.Item"
"105.7 to 748.5","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
