"DXXPT26X.Code.or.Value","DXXPT26X.Value.Description","DXXPT26X.Count","DXXPT26X.Cumulative","DXXPT26X.Skip.to.Item"
"119.3 to 686.7","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
