"DXXPT14Y.Code.or.Value","DXXPT14Y.Value.Description","DXXPT14Y.Count","DXXPT14Y.Cumulative","DXXPT14Y.Skip.to.Item"
"154.8 to 388.2","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
