"AUXLR280.Code.or.Value","AUXLR280.Value.Description","AUXLR280.Count","AUXLR280.Cumulative","AUXLR280.Skip.to.Item"
"-23 to 66","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
