"DXXPT92X.Code.or.Value","DXXPT92X.Value.Description","DXXPT92X.Count","DXXPT92X.Cumulative","DXXPT92X.Skip.to.Item"
"485.9 to 1071.8","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
