"TYXP137.Code.or.Value","TYXP137.Value.Description","TYXP137.Count","TYXP137.Cumulative","TYXP137.Skip.to.Item"
"-292 to 29","Range of Values",7531,7531,NA
".","Missing",938,8469,NA
