"DXXPT58X.Code.or.Value","DXXPT58X.Value.Description","DXXPT58X.Count","DXXPT58X.Cumulative","DXXPT58X.Skip.to.Item"
"605.3 to 1183.8","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
