"DXXPT11Y.Code.or.Value","DXXPT11Y.Value.Description","DXXPT11Y.Count","DXXPT11Y.Cumulative","DXXPT11Y.Skip.to.Item"
"42.5 to 226.4","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
