"DXXPT78Y.Code.or.Value","DXXPT78Y.Value.Description","DXXPT78Y.Count","DXXPT78Y.Cumulative","DXXPT78Y.Skip.to.Item"
"134.2 to 364.4","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
