"CBQ610.Code.or.Value","CBQ610.Value.Description","CBQ610.Count","CBQ610.Cumulative","CBQ610.Skip.to.Item"
"1","Yes",1144,1144,NA
"2","No",2694,3838,NA
"7","Refused",0,3838,NA
"9","Don't know",10,3848,NA
".","Missing",2551,6399,NA
