"AUXRR230.Code.or.Value","AUXRR230.Value.Description","AUXRR230.Count","AUXRR230.Cumulative","AUXRR230.Skip.to.Item"
"-24 to 94","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
