"CBQ525.Code.or.Value","CBQ525.Value.Description","CBQ525.Count","CBQ525.Cumulative","CBQ525.Skip.to.Item"
"1","Yes",3382,3382,NA
"2","No",779,4161,NA
"7","Refused",0,4161,NA
"9","Don't know",5,4166,NA
".","Missing",1856,6022,NA
