"DXXPT93Y.Code.or.Value","DXXPT93Y.Value.Description","DXXPT93Y.Count","DXXPT93Y.Cumulative","DXXPT93Y.Skip.to.Item"
"106.7 to 346.4","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
