"DXXPT16Y.Code.or.Value","DXXPT16Y.Value.Description","DXXPT16Y.Count","DXXPT16Y.Cumulative","DXXPT16Y.Skip.to.Item"
"115.5 to 351.1","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
