"DXXPT1Y.Code.or.Value","DXXPT1Y.Value.Description","DXXPT1Y.Count","DXXPT1Y.Cumulative","DXXPT1Y.Skip.to.Item"
"122.2 to 361.3","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
