"DXXPT32X.Code.or.Value","DXXPT32X.Value.Description","DXXPT32X.Count","DXXPT32X.Cumulative","DXXPT32X.Skip.to.Item"
"300.8 to 941.9","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
