"DXXPT25Y.Code.or.Value","DXXPT25Y.Value.Description","DXXPT25Y.Count","DXXPT25Y.Cumulative","DXXPT25Y.Skip.to.Item"
"117.5 to 351.6","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
