"DXXPT22X.Code.or.Value","DXXPT22X.Value.Description","DXXPT22X.Count","DXXPT22X.Cumulative","DXXPT22X.Skip.to.Item"
"109.4 to 678.6","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
