"RHQ420.Code.or.Value","RHQ420.Value.Description","RHQ420.Count","RHQ420.Cumulative","RHQ420.Skip.to.Item"
"1","Yes",1897,1897,""
"2","No",1317,3214,"RHQ510"
"7","Refused",1,3215,"RHQ510"
"9","Don't know",0,3215,"RHQ510"
".","Missing",530,3745,""
