"DXXPT73Y.Code.or.Value","DXXPT73Y.Value.Description","DXXPT73Y.Count","DXXPT73Y.Cumulative","DXXPT73Y.Skip.to.Item"
"156.5 to 386.5","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
