"AUXLR154.Code.or.Value","AUXLR154.Value.Description","AUXLR154.Count","AUXLR154.Cumulative","AUXLR154.Skip.to.Item"
"-8 to 36","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
