"RHQ584.Code.or.Value","RHQ584.Value.Description","RHQ584.Count","RHQ584.Cumulative","RHQ584.Skip.to.Item"
"1","Yes",13,13,NA
"2","No",30,43,NA
"7","Refused",0,43,NA
"9","Don't know",0,43,NA
".","Missing",3521,3564,NA
