"AUXRR184.Code.or.Value","AUXRR184.Value.Description","AUXRR184.Count","AUXRR184.Cumulative","AUXRR184.Skip.to.Item"
"-3 to 38","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
