"DXXPT7Y.Code.or.Value","DXXPT7Y.Value.Description","DXXPT7Y.Count","DXXPT7Y.Cumulative","DXXPT7Y.Skip.to.Item"
"90.3 to 326.4","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
